日期,成交股數,成交金額,成交筆數,發行量加權股價指數,漲跌點數
100/05/11,3588643305,105383668833,838554,9020.4,-2.88
100/05/12,3765543583,111195861274,831122,9033.68,13.28
100/05/13,4039910444,117380582366,910433,9006.61,-27.07
100/05/16,3449267630,94864197937,738261,8911.71,-94.9
100/05/17,3624612167,101042666975,806785,8884.09,-27.62
100/05/18,3331682133,88204513065,755694,8944.84,60.75
100/05/19,4153123044,114821875682,881438,8892.88,-51.96
100/05/20,3709263327,97275639128,811724,8837.03,-55.85
100/05/23,3522733505,93927629860,768481,8747.51,-89.52
100/05/24,3534227075,92945733738,758059,8756.61,9.1
100/05/25,3321141730,89627557662,736033,8727.09,-29.52
100/05/26,3144913509,87535235801,717470,8788.4,61.31
100/05/27,3385743700,98627095949,776410,8810.0,21.6
100/05/30,3088034975,88765728708,694612,8823.68,13.68
100/05/31,4476501179,133451415504,929507,8988.84,165.16
100/06/01,4248396414,132771043880,946233,9062.35,73.51
100/06/02,3561547254,112178366226,819066,8991.36,-70.99
100/06/03,3110405338,92736973090,723092,9046.28,54.92
100/06/07,2969687254,91285227237,685680,9057.1,10.82
100/06/08,3083697919,92982186932,716505,9007.53,-49.57
100/06/09,2838191929,81045952382,661592,9000.94,-6.59
100/06/10,3773154116,113125949755,809646,8837.82,-163.12
100/06/13,3444369823,99640325950,709750,8712.95,-124.87
100/06/14,2916215739,90821931513,625531,8829.21,116.26
100/06/15,4164620539,128476013968,891420,8831.45,2.24
100/06/16,3529442295,107567413544,758957,8654.43,-177.02
100/06/17,3522824558,112146988047,766074,8636.1,-18.33
100/06/20,3514488232,95337825871,779851,8530.68,-105.42
100/06/21,3521915289,102569413627,778556,8597.62,66.94
100/06/22,3523716336,102299188897,770757,8621.04,23.42
100/06/23,3079554091,94148517472,674734,8567.28,-53.76
100/06/24,3287990795,94759222930,710458,8532.83,-34.45
100/06/27,3233606382,92504149659,704504,8500.16,-32.67
100/06/28,3006562622,86497776198,642881,8478.86,-21.3
100/06/29,3864981020,107100342442,811513,8573.38,94.52
100/06/30,3602974666,103256007946,785577,8652.59,79.21
100/07/01,3799797589,109887443287,821716,8739.82,87.23
100/07/04,3687672729,108620671671,794443,8774.72,34.9
100/07/05,3477677721,102910328091,781533,8784.44,9.72
100/07/06,3655749316,114557003949,804808,8824.44,40.0
100/07/07,3711907728,108273329468,814869,8773.42,-51.02
100/07/08,4254908751,133187275088,893413,8749.55,-23.87
100/07/11,3359082440,98847805147,723187,8665.85,-83.7
100/07/12,4109589571,115258332034,875642,8491.01,-174.84
100/07/13,3968880919,117712466347,871709,8488.06,-2.95
100/07/14,4109333064,122115355537,906336,8481.35,-6.71
100/07/15,4012600164,117025258533,889061,8574.91,93.56
100/07/18,3847387530,108608687398,863465,8538.57,-36.34
100/07/19,3579074383,105614044510,795657,8524.57,-14.0
100/07/20,4525354487,135093461207,980629,8706.17,181.6
100/07/21,4382945736,127602652211,969034,8717.14,10.97
100/07/22,5021709096,138753830233,1087191,8765.32,48.18
100/07/25,3880764751,103141221787,825595,8683.51,-81.81
100/07/26,3935377433,112861236495,819174,8794.24,110.73
100/07/27,4670233451,132886054112,970832,8817.49,23.25
100/07/28,4702846113,144148636479,998688,8767.2,-50.29
100/07/29,5242639818,148631163854,1064544,8644.18,-123.02
100/08/01,4802873133,134792140188,1045023,8701.38,57.2
100/08/02,4460257070,128697790897,983452,8584.72,-116.66
100/08/03,5242190864,147151600336,1158419,8456.86,-127.86
100/08/04,5107533580,141508869343,1125390,8317.27,-139.59
100/08/05,5994797600,162619243835,1209399,7853.13,-464.14
100/08/08,6146181315,168324584613,1289476,7552.8,-300.33
100/08/09,7587824872,202710492435,1544718,7493.12,-59.68
100/08/10,6265027298,179518452401,1423133,7736.32,243.2
100/08/11,5424476208,153879609456,1275107,7719.09,-17.23
100/08/12,4996015670,140973706785,1180820,7637.02,-82.07
100/08/15,3396373589,93588832272,804688,7819.39,182.37
100/08/16,3654225294,105770092253,927510,7798.59,-20.8
100/08/17,3822854398,113980678871,917602,7741.76,-56.83
100/08/18,4044674177,120589393405,976217,7614.97,-126.79
100/08/19,4256481588,122857531655,1004257,7342.96,-272.01
100/08/22,4328132797,122909679699,1005399,7312.59,-30.37
100/08/23,4209063534,130164298998,1020963,7550.23,237.64
100/08/24,4278529331,129381731270,1033159,7502.93,-47.3
100/08/25,3922692920,112949610849,953482,7410.87,-92.06
100/08/26,3583213984,106413565364,905856,7445.1,34.23
100/08/29,2964823956,83232551763,758668,7578.01,132.91
100/08/30,3740625896,109258072704,920183,7646.19,68.18
100/08/31,3578041012,107728190647,918758,7741.36,95.17
100/09/01,4844231641,134876442164,1141134,7757.76,16.4
100/09/02,3084683699,88734124097,803219,7757.06,-0.7
100/09/05,3136953685,89591681532,824694,7551.57,-205.49
100/09/06,3878535362,107252371563,939687,7367.19,-184.38
100/09/07,3233105108,93484956122,765486,7529.01,161.82
100/09/08,3431807532,100653553416,816514,7548.37,19.36
100/09/09,3107083639,89838538515,780094,7610.57,62.2
100/09/13,3390242028,91096886200,803751,7391.37,-219.2
100/09/14,4568402836,122592009337,1060916,7228.47,-162.9
100/09/15,3528677042,101922039718,838656,7385.68,157.21
100/09/16,4364990779,131247878968,1030643,7577.4,191.72
100/09/19,2709617346,81781801720,690844,7480.88,-96.52
100/09/20,3398235534,101798189870,844778,7492.85,11.97
100/09/21,3636053731,105729833009,899557,7535.88,43.03
100/09/22,3869961417,112520809711,1007881,7305.5,-230.38
100/09/23,4613074301,132018318221,1118391,7046.22,-259.28
100/09/26,3981504123,107249916009,959857,6877.12,-169.1
100/09/27,3952874059,116440056774,991119,7089.95,212.83
100/09/28,3407350234,102482124688,878652,7146.98,57.03
100/09/29,3314894237,92208609081,861910,7182.61,35.63
100/09/30,3274539373,91862204113,837372,7225.38,42.77
100/10/03,2982805504,81601504961,803644,7013.97,-211.41
100/10/04,3246890448,89821911544,841852,7047.87,33.9
100/10/05,2591881437,72633249371,694956,6989.15,-58.72
100/10/06,3158930369,96722177652,823964,7132.0,142.85
100/10/07,3407322685,102043863138,856332,7211.96,79.96
100/10/11,3808251501,112514788348,924687,7398.71,186.75
100/10/12,3217230759,97464692656,860093,7382.35,-16.36
100/10/13,3457923327,107798188841,911170,7428.33,45.98
100/10/14,2709061632,85664546372,734099,7358.08,-70.25
100/10/17,2805337547,84183088814,741246,7461.12,103.04
100/10/18,2491086649,76178847445,668133,7359.48,-101.64
100/10/19,2610027166,78303557320,710494,7353.37,-6.11
100/10/20,2506073916,79144825801,677174,7244.32,-109.05
100/10/21,2197935415,65965869023,581835,7254.51,10.19
100/10/24,3429104382,101982783287,915192,7470.3,215.79
100/10/25,3185398757,97917135742,835957,7491.21,20.91
100/10/26,2978505082,85471700446,794149,7535.82,44.61
100/10/27,4084437920,116116464598,998085,7565.21,29.39
100/10/28,4904787244,144702277464,1185170,7616.06,50.85
100/10/31,3165953983,91370180642,779033,7587.69,-28.37
100/11/01,3316976819,98571775025,857940,7622.01,34.32
100/11/02,3603008775,97133134103,891060,7598.45,-23.56
100/11/03,3853482518,106032379630,942284,7460.31,-138.14
100/11/04,3947748115,111306716284,973502,7603.23,142.92
100/11/07,3010754614,78075909560,745883,7621.72,18.49
100/11/08,3186057919,83838598282,828746,7600.79,-20.93
100/11/09,3014027748,84346083864,787720,7561.86,-38.93
100/11/10,4340373923,109848593918,1041471,7308.68,-253.18
100/11/11,3139547124,83923487427,820198,7367.29,58.61
100/11/14,2967331567,83631252172,742966,7525.65,158.36
100/11/15,2454645121,72310088276,639944,7491.06,-34.59
100/11/16,3184718232,88065915454,826306,7387.52,-103.54
100/11/17,2790124559,73056400319,698053,7387.81,0.29
100/11/18,3142603335,81920788445,774821,7233.78,-154.03
100/11/21,3539144902,86225181912,870633,7042.64,-191.14
100/11/22,3477125849,90750391293,836822,7000.03,-42.61
100/11/23,3716578470,89762516372,904239,6806.43,-193.6
100/11/24,3629500394,85671387256,845389,6864.39,57.96
100/11/25,3708559338,107808130954,855275,6784.52,-79.87
100/11/28,2702031158,76056907391,641397,6898.78,114.26
100/11/29,3023450776,78817283908,713409,6988.65,89.87
100/11/30,4165311110,95274132717,856756,6904.12,-84.53
100/12/01,4566571271,110952043929,1029137,7178.69,274.57
100/12/02,2952696567,71332710136,741149,7140.68,-38.01
100/12/05,2518685525,61293522610,580827,7098.08,-42.6
100/12/06,2724825261,68867092957,653991,6956.28,-141.8
100/12/07,2745199658,76975920708,691015,7033.0,76.72
100/12/08,2728834130,68836629313,659047,6982.9,-50.1
100/12/09,2884254791,72118769593,730304,6893.3,-89.6
100/12/12,2236350787,54836254463,543509,6949.04,55.74
100/12/13,2451658633,61832963677,611047,6896.31,-52.73
100/12/14,2433544857,62210064556,619922,6922.57,26.26
100/12/15,2778077428,67203391470,699338,6764.59,-157.98
100/12/16,2238029863,53430378530,572875,6785.09,20.5
100/12/19,2980963358,62331083181,724060,6633.33,-151.76
100/12/20,2592469536,60719234345,632289,6662.64,29.31
100/12/21,3077681045,77936883084,723780,6966.48,303.84
100/12/22,2895632832,74958742776,688614,6966.35,-0.13
100/12/23,3900298853,93842938166,948563,7110.73,144.38
100/12/26,2535001971,65334696387,632355,7092.58,-18.15
100/12/27,2489290603,59385897479,598596,7085.03,-7.55
100/12/28,2535123667,56579048793,623417,7056.67,-28.36
100/12/29,2222251978,52677825709,550451,7074.82,18.15
100/12/30,2529183164,61583746419,597557,7072.08,-2.74
101/01/02,2104640545,50472201894,497889,6952.21,-119.87
101/01/03,2640781030,64138886194,623192,7053.38,101.17
101/01/04,2983756821,75845629353,728417,7082.97,29.59
101/01/05,3062757248,76850752698,737780,7130.86,47.89
101/01/06,3314147435,88101921548,823810,7120.51,-10.35
101/01/09,2610433477,71323370369,634137,7093.04,-27.47
101/01/10,3595611551,97168542017,869327,7178.87,85.83
101/01/11,3322390467,88786671892,802539,7188.21,9.34
101/01/12,2969248375,78947910460,731328,7186.58,-1.63
101/01/13,3497838901,99286437370,819762,7181.54,-5.04
101/01/16,3184795667,76842611338,719725,7103.62,-77.92
101/01/17,3720277205,101133309290,899597,7221.08,117.46
101/01/18,4088756925,113988641382,1020420,7233.69,12.61
101/01/30,4540373544,143900658474,1113727,7407.41,173.72
101/01/31,5486734180,162361181834,1283951,7517.08,109.67
101/02/01,5240029539,146012496673,1274690,7549.21,32.13
101/02/02,5838832416,167227541355,1388321,7652.46,103.25
101/02/03,5566192114,153698670939,1319671,7674.99,22.53
101/02/04,6033706475,146819848883,1296599,7741.24,66.25
101/02/06,4894592592,122936868158,1144523,7687.98,-53.26
101/02/07,4129624985,124086186319,1008209,7707.44,19.46
101/02/08,5414117216,161723822834,1295132,7869.91,162.47
101/02/09,5684162850,171911794511,1367773,7910.78,40.87
101/02/10,5284009538,150332674525,1263507,7862.27,-48.51
101/02/13,4793564378,137502170286,1147225,7912.91,50.64
101/02/14,4798956162,139760724169,1171441,7884.08,-28.83
101/02/15,5435734561,158652541781,1327986,8005.24,121.16
101/02/16,6006254300,160718905520,1423101,7869.7,-135.54
101/02/17,5214276031,151266478986,1234404,7894.36,24.66
101/02/20,3932197535,104891899005,951808,7954.82,60.46
101/02/21,4196049439,112789676213,1030283,7921.5,-33.32
101/02/22,4906340911,148476831110,1221062,8001.68,80.18
101/02/23,4106230125,125775259640,1033174,7937.3,-64.38
101/02/24,3910061603,109628339958,939873,7959.34,22.04
101/02/29,4649991709,156275973927,1125513,8121.44,162.1
101/03/01,4032373077,126581308880,1009266,8118.34,-3.1
101/03/02,4429674210,132933390850,1097980,8144.04,25.7
101/03/03,3437220751,90528300364,852780,8114.44,-29.6
101/03/05,4009491127,108265434211,992193,8004.74,-109.7
101/03/06,4369742720,123387211457,1079882,7937.97,-66.77
101/03/07,3662536299,102116221490,918067,7903.08,-34.89
101/03/08,3785528542,105409469281,947846,7984.56,81.48
101/03/09,3722467432,105649431497,957695,8016.01,31.45
101/03/12,3176525218,88015813349,820177,7927.55,-88.46
101/03/13,3617552822,100250353106,910483,8031.51,103.96
101/03/14,4303980230,125031447378,1095347,8125.26,93.75
101/03/15,3450339811,100093798360,865081,8121.62,-3.64
101/03/16,3666705923,108527028080,925348,8054.94,-66.68
101/03/19,2961464343,83260235320,755185,8043.92,-11.02
101/03/20,2846949628,82592759633,745454,7972.7,-71.22
101/03/21,3202170681,96337764825,826009,7981.94,9.24
101/03/22,3174305803,95573782712,833634,8059.94,78.0
101/03/23,2833264871,82149321132,744361,8076.61,16.67
101/03/26,3043554262,89093995592,817932,7967.62,-108.99
101/03/27,2850161266,83121464250,741886,8029.46,61.84
101/03/28,2893376873,87290830791,735649,8038.07,8.61
101/03/29,4472745977,132367281584,1110028,7872.66,-165.41
101/03/30,3423989808,99869811429,853352,7933.0,60.34
106/12/01,7933236119,181374846692,1527375,10600.37,39.93
106/12/04,6430784687,129855154942,1144851,10651.11,50.74
106/12/05,6970138923,146624864925,1310338,10566.85,-84.26
106/12/06,7215142961,161324617949,1277076,10393.92,-172.93
106/12/07,6593705046,138535637527,1127677,10355.76,-38.16
106/12/08,6220995884,130820598856,1092197,10398.62,42.86
106/12/11,6037430874,117916623799,1035369,10473.09,74.47
106/12/12,5475479592,108920588688,964760,10443.28,-29.81
106/12/13,5215130556,103929164980,958674,10470.7,27.42
106/12/14,5600785133,113661041352,1027260,10538.01,67.31
106/12/15,5727664985,126673478846,966006,10491.44,-46.57
106/12/18,4588561055,96046418831,874477,10506.52,15.08
106/12/19,5098487325,112683186478,958014,10467.34,-39.18
106/12/20,5084408110,103871766481,946159,10504.52,37.18
106/12/21,5089181777,99221790281,912624,10488.97,-15.55
106/12/22,4591388453,91994484539,848046,10537.27,48.3
106/12/25,4356973081,81617030326,837153,10522.49,-14.78
106/12/26,5063760784,97562886205,918009,10421.91,-100.58
106/12/27,4919533526,92597567592,876258,10486.67,64.76
106/12/28,5457228746,110344378580,950937,10567.64,80.97
106/12/29,5349314892,109938213929,994709,10642.86,75.22
101/05/02,4109319279,130442859329,1003809,7676.81,175.09
101/05/03,2911898517,84057917168,725813,7659.53,-17.28
101/05/04,3139981848,88906114754,759202,7700.95,41.42
101/05/07,2969700261,81097631238,681111,7538.08,-162.87
101/05/08,2402528583,67735138689,574922,7545.71,7.63
101/05/09,2642333976,69031214808,648041,7475.71,-70.0
101/05/10,2226059641,57298438597,542388,7484.01,8.3
101/05/11,2565050643,68185396905,630321,7401.37,-82.64
101/05/14,1962613682,47500189300,454991,7377.18,-24.19
101/05/15,2578188680,68663841575,593003,7395.64,18.46
101/05/16,3011881298,81752347796,710680,7234.57,-161.07
101/05/17,2938855832,78424065733,697254,7356.77,122.2
101/05/18,3339351528,84748270072,799639,7151.19,-205.58
101/05/21,2178582959,53915174968,514827,7192.23,41.04
101/05/22,2568726023,66425836640,608958,7274.89,82.66
101/05/23,2561486478,67612055456,620672,7147.75,-127.14
101/05/24,2674079904,65627685739,627052,7124.89,-22.86
101/05/25,2260933451,55613330498,554279,7071.63,-53.26
101/05/28,1974090851,45624940520,441603,7136.0,64.37
101/05/29,3621146113,93648118636,817939,7342.29,206.29
101/05/30,3256172487,94811936880,772043,7261.8,-80.49
101/05/31,3537346786,97785997167,764000,7301.5,39.7
101/06/01,2965692813,80028841521,713800,7106.09,-195.41
101/06/04,3316020202,77913765520,747311,6894.66,-211.43
101/06/05,2620335147,63041174578,619854,7000.45,105.79
101/06/06,2598117196,66150277757,607680,7056.15,55.7
101/06/07,2598955976,66204205654,627850,7080.31,24.16
101/06/08,1992865996,51642101223,511941,6999.65,-80.66
101/06/11,2410961082,66206525599,566818,7120.23,120.58
101/06/12,1893547400,47798542890,452154,7072.08,-48.15
101/06/13,2067530214,51684236913,544262,7088.83,16.75
101/06/14,1942373618,50657488064,489208,7075.1,-13.73
101/06/15,3427271427,97261971274,745505,7155.83,80.73
101/06/18,3084388805,84597974370,771050,7281.5,125.67
101/06/19,2155414783,59076225064,532021,7273.13,-8.37
101/06/20,2565993203,76901018329,623157,7334.63,61.5
101/06/21,2545520795,62754463033,586923,7279.05,-55.58
101/06/22,2165125683,57303673919,553307,7222.05,-57.0
101/06/25,2063253466,57132841677,515407,7166.38,-55.67
101/06/26,2259574770,64794410015,558598,7137.93,-28.45
101/06/27,2135826084,57728285505,509240,7183.01,45.08
101/06/28,2199636415,61833563950,536908,7169.61,-13.4
101/06/29,2498460335,66714450930,606524,7296.28,126.67
101/07/02,2708018589,76333449563,645709,7345.16,48.88
101/07/03,2960157395,79686406275,681308,7418.36,73.2
101/07/04,3191891121,85199695825,734863,7422.59,4.23
101/07/05,3071715065,76988814244,594691,7387.78,-34.81
101/07/06,2557984894,73736351338,557724,7368.59,-19.19
101/07/09,2140174737,60786865087,475010,7309.96,-58.63
101/07/10,2673682860,75557889970,622018,7251.35,-58.61
101/07/11,2359761077,64406890178,563563,7257.91,6.56
101/07/12,2626984230,72419059223,615522,7130.93,-126.98
101/07/13,2352591896,64238497422,549429,7104.27,-26.66
101/07/16,2167489539,57873662768,511193,7090.04,-14.23
101/07/17,2686729855,69991170859,626438,7127.0,36.96
101/07/18,2279221585,56322061100,540358,7049.05,-77.95
101/07/19,2548479203,61728967690,583493,7148.57,99.52
101/07/20,1918581918,47045737241,447880,7164.68,16.11
101/07/23,2169922031,53961760998,509591,7028.73,-135.95
101/07/24,2339076367,54559189622,507528,7008.35,-20.38
101/07/25,2505363159,68588097203,595570,6979.13,-29.22
101/07/26,2497363544,61132750832,568642,6970.69,-8.44
101/07/27,2856511592,76396332108,663237,7124.49,153.8
101/07/30,2669269152,66589796910,620417,7158.88,34.39
101/07/31,3148711672,83444716701,679967,7270.49,111.61
101/08/01,3050220344,91841330588,718111,7267.96,-2.53
101/08/03,2948365987,81315833217,674195,7217.51,-50.45
101/08/06,3080170707,82954950651,682400,7286.33,68.82
101/08/07,2796983397,70406763986,633226,7295.46,9.13
101/08/08,3492449423,95606449839,766078,7319.8,24.34
101/08/09,4065273375,110107250105,910399,7433.7,113.9
101/08/10,3234324978,95852921571,767787,7441.12,7.42
101/08/13,2693302148,74228763505,621046,7436.3,-4.82
101/08/14,3234546049,81504724268,721112,7479.25,42.95
101/08/15,2869979711,74981190931,681898,7467.74,-11.51
101/08/16,3190992621,79475398611,730994,7490.21,22.47
101/08/17,3072001737,78597217678,687903,7467.92,-22.29
101/08/20,2457040950,60086792712,561275,7431.91,-36.01
101/08/21,3040515385,78690175522,679643,7506.81,74.9
101/08/22,2583417204,63065946602,598696,7496.58,-10.23
101/08/23,2616161789,68774655660,619141,7505.17,8.59
101/08/24,2751093105,78818293177,653825,7477.53,-27.64
101/08/27,2475345246,65918101905,582556,7468.22,-9.31
101/08/28,2792174968,73644593463,662413,7361.94,-106.28
101/08/29,2329329467,64173091900,568939,7391.15,29.21
101/08/30,2819524807,74406133752,638734,7371.44,-19.71
101/08/31,2434590785,62642959705,541210,7397.06,25.62
101/09/03,2870751046,77646559665,696055,7450.53,53.47
101/09/04,2899666862,71923047968,694047,7451.35,0.82
101/09/05,3508969965,79021265533,710907,7367.44,-83.91
101/09/06,2923641778,76199333574,714206,7326.72,-40.72
101/09/07,3339351725,87444434905,765729,7424.91,98.19
101/09/10,3403261107,84342973079,758515,7482.74,57.83
101/09/11,2772513645,67304775858,656446,7485.13,2.39
101/09/12,3967303993,105100604466,895764,7570.45,85.32
101/09/13,3400322253,82839866139,782212,7578.8,8.35
101/09/14,5124872491,134800376984,1146576,7738.05,159.25
101/09/17,4785198269,116894241956,982970,7762.22,24.17
101/09/18,3698591552,94839722951,841778,7734.26,-27.96
101/09/19,4031872643,101250856362,891317,7781.91,47.65
101/09/20,3664658312,81233738553,794817,7727.55,-54.36
101/09/21,3256330468,83854009875,736635,7754.59,27.04
101/09/24,3141880632,74548522766,708118,7768.3,13.71
101/09/25,3149063723,78192830797,725640,7734.13,-34.17
101/09/26,3272289646,85278922894,743437,7669.63,-64.5
101/09/27,2990391193,78404115800,713469,7683.8,14.17
101/09/28,3263586399,88314291334,710230,7715.16,31.36
101/10/01,2269552733,56686205677,521893,7675.72,-39.44
101/10/02,2597780786,64577522863,629449,7718.68,42.96
101/10/03,2488565425,58694341256,585839,7684.63,-34.05
101/10/04,2879727317,68923140589,666474,7682.34,-2.29
101/10/05,2877461412,73018906479,673224,7690.65,8.31
101/10/08,2533754644,64770225771,621098,7615.89,-74.76
101/10/09,2960894269,81586510681,725034,7592.01,-23.88
101/10/11,2970105103,82913967265,720541,7451.72,-140.29
101/10/12,2547113534,67205485070,612586,7437.04,-14.68
101/10/15,2293462474,49145075379,461590,7418.9,-18.14
101/10/16,2397264103,60414219007,542154,7471.02,52.12
101/10/17,2830401049,68347675882,630133,7464.4,-6.62
101/10/18,2245272153,53722444254,508086,7465.41,1.01
101/10/19,2413853315,63106152738,535757,7408.76,-56.65
101/10/22,2097056080,50196638092,478291,7373.04,-35.72
101/10/23,2096029536,46734701076,473613,7337.48,-35.56
101/10/24,2367137957,58745583428,540930,7314.88,-22.6
101/10/25,2641578503,63232386035,586417,7262.08,-52.8
101/10/26,3928000185,90515010939,867367,7134.06,-128.02
101/10/29,3019089144,71583180808,680341,7091.67,-42.39
101/10/30,2951157129,69095589563,641332,7182.59,90.92
101/10/31,2817645637,72615383791,620545,7166.05,-16.54
101/11/01,3239107892,74122943917,712822,7179.64,13.59
101/11/02,3302097384,77032553551,703233,7210.47,30.83
101/11/05,2287059517,52762351635,498938,7185.36,-25.11
101/11/06,2439410176,58422986678,517259,7236.68,51.32
101/11/07,2856271553,72218423657,630791,7287.18,50.5
101/11/08,2795653577,69887059392,595408,7242.63,-44.55
101/11/09,3338383954,84783941048,749241,7293.22,50.59
101/11/12,2685563447,60361204689,577918,7267.75,-25.47
101/11/13,3117540932,74684609501,711458,7136.05,-131.7
101/11/14,2463036834,61416762282,540144,7159.75,23.7
101/11/15,2431060564,58384529073,556521,7143.84,-15.91
101/11/16,2659740034,68091073462,590913,7130.07,-13.77
101/11/19,2320090748,54908843239,503728,7129.04,-1.03
101/11/20,2276643300,51586380592,492501,7145.77,16.73
101/11/21,2598271169,56152561177,558991,7088.49,-57.28
101/11/22,2190264786,46823069738,470315,7105.76,17.27
101/11/23,3737115030,84953521496,803229,7326.01,220.25
101/11/26,3554742211,86956036444,766993,7407.37,81.36
101/11/27,3242682028,72097271431,699541,7430.2,22.83
101/11/28,3163582559,71465186064,648390,7434.93,4.73
101/11/29,4055535856,101387623324,862505,7503.55,68.62
101/11/30,4743158506,124981852262,967488,7580.17,76.62
101/12/03,3696524900,82649939720,787869,7599.91,19.74
101/12/04,3947860691,91116013221,829577,7600.98,1.07
101/12/05,4858910844,102270722781,972102,7649.05,48.07
101/12/06,4399887242,104909163940,909399,7623.26,-25.79
101/12/07,3888752378,90839902381,762354,7642.26,19.0
101/12/10,3241143708,73472441048,629468,7609.5,-32.76
101/12/11,3613646561,85648515117,746366,7613.69,4.19
101/12/12,3634231411,90359968171,759270,7690.19,76.5
101/12/13,4527314656,106665009505,896926,7757.09,66.9
101/12/14,4163921898,98363808544,833115,7698.77,-58.32
101/12/17,3806888176,94681207614,792255,7631.28,-67.49
101/12/18,3314197215,74577712651,685923,7643.74,12.46
101/12/19,3890810776,86366766037,767674,7677.47,33.73
101/12/20,3696585606,80855014540,730374,7595.46,-82.01
101/12/21,3854713216,79593032640,753074,7519.93,-75.53
101/12/22,2153421811,40831972840,417849,7540.14,20.21
101/12/24,2593607646,49598936588,542735,7535.52,-4.62
101/12/25,3186672856,56636248267,658757,7636.57,101.05
101/12/26,3203879587,57229525752,661342,7634.19,-2.38
101/12/27,3031920321,70404124343,621188,7648.41,14.22
101/12/28,3185729335,70902519273,656910,7699.5,51.09
102/01/02,3416421980,78986319626,743988,7779.22,79.72
102/01/03,4480963886,105890539744,929764,7836.84,57.62
102/01/04,4172906828,100302162153,891476,7805.99,-30.85
102/01/07,3868825706,88507753431,814590,7755.09,-50.9
102/01/08,3738832187,88317024457,772021,7721.66,-33.43
102/01/09,3891674590,84775978766,792104,7738.64,16.98
102/01/10,5021568159,113612245298,1043698,7811.64,73.0
102/01/11,3732799197,77507085939,768743,7819.15,7.51
102/01/14,3409241125,75132129950,732300,7823.97,4.82
102/01/15,4055375585,92223084551,886344,7765.02,-58.95
102/01/16,3659803910,84298620553,796029,7700.43,-64.59
102/01/17,4774599972,100145236121,946955,7616.64,-83.79
102/01/18,3431132485,72018246059,664408,7732.87,116.23
102/01/21,2622100359,53688521475,534666,7724.92,-7.95
102/01/22,2764855726,59892954225,573930,7759.1,34.18
102/01/23,2817736446,64195636730,598326,7744.18,-14.92
102/01/24,3202135347,74299775594,649362,7695.99,-48.19
102/01/25,2819972795,68632682320,624604,7672.58,-23.41
102/01/28,2693968132,58599311136,542727,7714.67,42.09
102/01/29,3309582978,76332790268,685751,7802.0,87.33
102/01/30,3676369703,81865372160,744023,7832.98,30.98
102/01/31,3408160592,80917357862,672480,7850.02,17.04
102/02/01,3109050625,75951105960,660075,7855.97,5.95
102/02/04,4052564623,90763794908,826062,7923.16,67.19
102/02/05,3414352426,80249999176,716415,7886.94,-36.22
102/02/06,3820401882,94262316043,806121,7906.65,19.71
102/02/18,3677764678,98367294326,788409,7943.53,36.88
102/02/19,3457909490,81731021626,749407,7960.88,17.35
102/02/20,4367004067,100972692658,893703,8029.1,68.22
102/02/21,3567015151,84857649696,723845,7957.46,-71.64
102/02/22,3563790326,77156690846,722393,7947.72,-9.74
102/02/23,2965323229,53880084276,583235,7986.89,39.17
102/02/25,3330313444,74170655566,698781,7947.68,-39.21
102/02/26,3093745869,71546588460,648905,7880.9,-66.78
102/02/27,3081490709,75642461470,627425,7897.98,17.08
102/03/01,3337408848,81967612429,767166,7964.63,66.65
102/03/04,3543349884,85834041495,807514,7867.34,-97.29
102/03/05,3593008178,93196092467,765577,7932.71,65.37
102/03/06,3923678149,103398802892,794790,7950.3,17.59
102/03/07,3629314119,83461793322,781152,7960.51,10.21
102/03/08,4161212736,94760328163,835898,8015.14,54.63
102/03/11,4284798782,96114683726,874592,8038.72,23.58
102/03/12,4200531442,91823155481,846495,7994.71,-44.01
102/03/13,3736890535,83714882614,760423,7995.51,0.8
102/03/14,3529811482,76573566282,716400,7951.76,-43.75
102/03/15,4000121730,93549061756,782942,7927.49,-24.27
102/03/18,3407599961,71068704861,693460,7811.34,-116.15
102/03/19,3096067343,73552651927,651813,7838.47,27.13
102/03/20,3313050060,74477285803,711802,7798.03,-40.44
102/03/21,3029867264,70269063182,638889,7811.84,13.81
102/03/22,2900280678,65381709283,620792,7796.22,-15.62
102/03/25,2975401895,59828018167,612465,7856.12,59.9
102/03/26,3034380199,68767804075,675830,7856.36,0.24
102/03/27,3123936601,67670199648,682107,7894.12,37.76
102/03/28,3067143706,66415300252,663343,7866.88,-27.24
102/03/29,2709119069,57583813145,587071,7918.61,51.73
102/04/01,2691053546,54185760380,582135,7899.24,-19.37
102/04/02,2836215107,58336980128,614535,7913.18,13.94
102/04/03,3097976432,69550542063,678547,7942.35,29.17
102/04/08,3929740512,91150452701,880241,7752.79,-189.56
102/04/09,3170515082,70702316748,705963,7728.54,-24.25
102/04/10,2879662832,66954525389,631971,7752.8,24.26
102/04/11,3321592610,75210945389,688857,7857.98,105.18
102/04/12,3088840924,70281570458,642897,7821.63,-36.35
102/04/15,2974976014,65876451268,622744,7763.53,-58.1
102/04/16,3072808213,65765506383,602783,7801.05,37.52
102/04/17,3378622988,73816435032,719320,7809.07,8.02
102/04/18,3336739946,74849350792,691592,7791.35,-17.72
102/04/19,3763283022,87744474505,763130,7930.8,139.45
102/04/22,3449980965,77031128489,709922,7970.38,39.58
102/04/23,3488256739,75645593801,701106,7942.77,-27.61
102/04/24,4230701167,83739771676,811781,8023.71,80.94
